name,position,link
Gemini Star - Touhou Lost Word Music Extended,32,https://www.youtube.com/watch?v=_L5xEPf7cs0
Greenwich Debris (Battle Theme) - Touhou Lost Word Music Extended,33,https://www.youtube.com/watch?v=jjVPocDsfDA
α Decay (Boss Theme) - Touhou Lost Word Music Extended,34,https://www.youtube.com/watch?v=LbTz73hlvEc
Ray May Code Zero (Ch2 Battle Theme) - Touhou Lost Word Music Extended,35,https://www.youtube.com/watch?v=rjr9Ha1FzSc
Mukaukasekka (Ch3 Battle Theme) - Touhou Lost Word Music Extended,36,https://www.youtube.com/watch?v=ZnLMJCGolFQ
"Sakura, Sakura ~ Japanize Dream... (Hakugyoku Arena) - Touhou Lost Word Music Extended",37,https://www.youtube.com/watch?v=W5trfzvY5yo
Journey Medley School ~ Heaven STAGE 6 (Guardian of the Door) - Touhou Lost Word Music Extended,38,https://www.youtube.com/watch?v=-bXxGp9Gn7Y
Starlight Illumination (Ch3 Fairies of Light) - Touhou Lost Word Music Extended,39,https://www.youtube.com/watch?v=mRwgldVaikI
Owata Fantasy Legend (Hifuu B3 Battle Theme 1) - Touhou Lost Word Music Extended,40,https://www.youtube.com/watch?v=Tph-cT_RUso
16Bit World's End (Hifuu B3 Battle Theme 2) - Touhou Lost Word Music Extended,41,https://www.youtube.com/watch?v=Bjb_CwOnf24
Fantasy Telegnosis (Reimu) - Touhou Lost Word Music Extended,42,https://www.youtube.com/watch?v=2YMWIDdTleA
Love-Colored Master Spark (Marisa) - Touhou Lost Word Music Extended,43,https://www.youtube.com/watch?v=HcqPZr_prUE
Bouquet to the Ashen Duomo (Rumia) - Touhou Lost Word Music Extended,44,https://www.youtube.com/watch?v=akhUOgt-73o
Lunate Elf (Daiyousei) - Touhou Lost Word Music Extended,45,https://www.youtube.com/watch?v=QcfRX1rQRUM
Kohan Natsukase Tai (Cirno) - Touhou Lost Word Music Extended,46,https://www.youtube.com/watch?v=7ZNvLwWzatk
Sunset of Meiji 17 (Meiling) - Touhou Lost Word Music Extended,47,https://www.youtube.com/watch?v=Z6nyZQeMCF8
StepIllumination [Garage Refix by Musicarus] (Koakuma) - Touhou Lost Word Music Extended,48,https://www.youtube.com/watch?v=mtL4iFh_UG8
Extratrack [Musicarus Jackin' Remix] (Patchouli) - Touhou Lost Word Music Extended,49,https://www.youtube.com/watch?v=PzbmmORoBPQ
Night of Nights (Sakuya) - Touhou Lost Word Music Extended,50,https://www.youtube.com/watch?v=VHj4LRjxHj0
Heavenly Red (Remilia) - Touhou Lost Word Music Extended,51,https://www.youtube.com/watch?v=Q8C3NrW7Qno
Saishuu Kichiki Imouto Flandre-S (Flandre) - Touhou Lost Word Music Extended,52,https://www.youtube.com/watch?v=JKBVhEMlTW8
WHITE WIREPULLER (Letty) - Touhou Lost Word Music Extended,53,https://www.youtube.com/watch?v=PX9nLxTyKSs
The Troublesome Black Cat's Travelogue (Chen) - Touhou Lost Word Music Extended,54,https://www.youtube.com/watch?v=ZdO5p9LaVn0
Iris (Alice) - Touhou Lost Word Music Extended,55,https://www.youtube.com/watch?v=tzDdQaT8xQE
Path by the Murmuring Stream (Lily) - Touhou Lost Word Music Extended,56,https://www.youtube.com/watch?v=Fp3AgbW6C7w
"Ghostly Band ~ Phantom Ensemble (Lunasa, Merlin & Lyrica) - Touhou Lost Word Music Extended",57,https://www.youtube.com/watch?v=pzjW24W_o_E
Unpaid Gardener (Youmu) - Touhou Lost Word Music Extended,58,https://www.youtube.com/watch?v=aW6-FgwqMi0
BORDER OF STRIKE! (Yuyuko) - Touhou Lost Word Music Extended,59,https://www.youtube.com/watch?v=pdxGMoyETgY
Indigo Dance (Ran) - Touhou Lost Word Music Extended,60,https://www.youtube.com/watch?v=QfsgWCIJYTk
Danmaku Breakdown (Yukari) - Touhou Lost Word Music Extended,61,https://www.youtube.com/watch?v=glCWsdU0okc
After The Festival (Suika) - Touhou Lost Word Music Extended,62,https://www.youtube.com/watch?v=sW9hdMUdGgw
Running Through The Firefly Wind (Wriggle) - Touhou Lost Word Music Extended,63,https://www.youtube.com/watch?v=K7H1g1jJxFU
Metal-esque Deaf to All but the Song (Mystia) - Touhou Lost Word Music Extended,64,https://www.youtube.com/watch?v=z2Ekcg-8-jQ
Crazy Keine (Keine) - Touhou Lost Word Music Extended,65,https://www.youtube.com/watch?v=w-2qjqRPgeE
Sunset Circus (Tewi) - Touhou Lost Word Music Extended,66,https://www.youtube.com/watch?v=7urtQ8fSXRs
Metal-esque Lunatic Eyes (Reisen) - Touhou Lost Word Music Extended,67,https://www.youtube.com/watch?v=9pvmDp6JGko
Galaxy in a Pot (Eirin) - Touhou Lost Word Music Extended,68,https://www.youtube.com/watch?v=MXv8ofCK6AI
"Help Me, ERINNNNNN!! (Kaguya) - Touhou Lost Word Music Extended",69,https://www.youtube.com/watch?v=Mj4TwUQfMWQ
Monpe Guardian (Mokou) - Touhou Lost Word Music Extended,70,https://www.youtube.com/watch?v=mQl0nErhmzw
Life of a Tengu (Aya) - Touhou Lost Word Music Extended,71,https://www.youtube.com/watch?v=EDlLC4G5Jz4
One More Doll (Medicine) - Touhou Lost Word Music Extended,72,https://www.youtube.com/watch?v=gyMsrBIpehQ
"Gensokyo, Past and Present (Yuuka) - Touhou Lost Word Music Extended",73,https://www.youtube.com/watch?v=AN6SjDkfQmM
Raging Sanzu River (Komachi) - Touhou Lost Word Music Extended,74,https://www.youtube.com/watch?v=S_g_0XZty-g
Judgment Days (Eiki) - Touhou Lost Word Music Extended,75,https://www.youtube.com/watch?v=kUcfl16ArKE
October Harvest Romantica (Shizuha) - Touhou Lost Word Music Extended,76,https://www.youtube.com/watch?v=T6F8bq8173A
Grilled Autumn Flavors (Minoriko) - Touhou Lost Word Music Extended,77,https://www.youtube.com/watch?v=fT3__o2jSdw
Scars of the Gods (Hina) - Touhou Lost Word Music Extended,78,https://www.youtube.com/watch?v=Rrbd6PXW3s8
Kappa Doki Doki (Nitori) - Touhou Lost Word Music Extended,79,https://www.youtube.com/watch?v=Pur5yrmrSLU
A Rather Enjoyable Waterfall Life (Momiji) - Touhou Lost Word Music Extended,80,https://www.youtube.com/watch?v=PqeVkC0zMeI
Since Lady Sanae Won't Let Me (Sanae) - Touhou Lost Word Music Extended,81,https://www.youtube.com/watch?v=DPQlBXR1xdI
The Pillars Only I Shook (Kanako) - Touhou Lost Word Music Extended,82,https://www.youtube.com/watch?v=RBDb-wqqUQs
Last Boss'n (Suwako) - Touhou Lost Word Music Extended,83,https://www.youtube.com/watch?v=Wh7ri4p7KA0
Flame from the Black Sea (Iku) - Touhou Lost Word Music Extended,84,https://www.youtube.com/watch?v=DJR1OL4EI-o
Metal-esque Catastrophe in Bhava-Agra (Tenshi) - Touhou Lost Word Music Extended,85,https://www.youtube.com/watch?v=IVTbo5Bs-XQ
The Illusory Air Hole ~ Loop Place (Kisume) - Touhou Lost Word Music Extended,86,https://www.youtube.com/watch?v=atxA8fQ6yWs
Forbidden Yamametal ~ Theme of Yamame (Yamame) - Touhou Lost Word Music Extended,87,https://www.youtube.com/watch?v=1FZAt4F0mXk
Green Limits (Parsee) - Touhou Lost Word Music Extended,88,https://www.youtube.com/watch?v=hCYxJ2WkqMk
Sakazuki ~ Theme of Yuugi (Yuugi) - Touhou Lost Word Music Extended,89,https://www.youtube.com/watch?v=dJ-9_KH5IZk
Satori Musou (Satori) - Touhou Lost Word Music Extended,90,https://www.youtube.com/watch?v=i5w6cnqnQIw
Metal-esque Corpse Voyage (Rin) - Touhou Lost Word Music Extended,91,https://www.youtube.com/watch?v=FcR00PHHnak
Metal-esque Solar Sect of Mystic Wisdom (Utsuho) - Touhou Lost Word Music Extended,92,https://www.youtube.com/watch?v=Ng5h92MDggU
Awakening ~ Theme of Koishi (Koishi) - Touhou Lost Word Music Extended,93,https://www.youtube.com/watch?v=Jnjl6XkLJx0
Metal-esque Nazrin (Nazrin) - Touhou Lost Word Music Extended,94,https://www.youtube.com/watch?v=Al-dKs7ZF-k
Monster Train: Spare Umbrella Express Night Carnival (Kogasa) - Touhou Lost Word Music Extended,95,https://www.youtube.com/watch?v=I9Ysiqgtgo0
Cascara Girl (Ichirin) - Touhou Lost Word Music Extended,96,https://www.youtube.com/watch?v=2ah4CF5KFig
The Leisurely Captain's Job (Murasa) - Touhou Lost Word Music Extended,97,https://www.youtube.com/watch?v=GyjMCrQnFOQ
The Killing of Bishamonten (Shou) - Touhou Lost Word Music Extended,98,https://www.youtube.com/watch?v=EBRN0h_LGuM
Akatsuki Skyscraper (Byakuren) - Touhou Lost Word Music Extended,99,https://www.youtube.com/watch?v=luoHPFKg9mg
Grudge:Arrow (Nue) - Touhou Lost Word Music Extended,100,https://www.youtube.com/watch?v=0gLwyM-YzLk
Youkai Mountain (Hatate) - Touhou Lost Word Music Extended,101,https://www.youtube.com/watch?v=Hs2XDlWJCaY
The Night of a White Christmas (Sunny) - Touhou Lost Word Music Extended,102,https://www.youtube.com/watch?v=5GYXv8EelQA
Narcoleptic Dream (Luna) - Touhou Lost Word Music Extended,103,https://www.youtube.com/watch?v=_8XlWWO_mvA
Getting Brighter (Star) - Touhou Lost Word Music Extended,104,https://www.youtube.com/watch?v=sf9vkmm6qUg
Inncent War (Fairies of Light) - Touhou Lost Word Music Extended,105,https://www.youtube.com/watch?v=zGmojXt2rzE
Metal-esque Youkai Girl at the Gate (Kyouko) - Touhou Lost Word Music Extended,106,https://www.youtube.com/watch?v=yBnnXrzqr0Q
Gravestone Carving (Yoshika) - Touhou Lost Word Music Extended,107,https://www.youtube.com/watch?v=-zUdMJE1Td4
Sadistic Yuan Xian (Seiga) - Touhou Lost Word Music Extended,108,https://www.youtube.com/watch?v=RhcLn0anq10
Down in the Mausoleum (Tojiko) - Touhou Lost Word Music Extended,109,https://www.youtube.com/watch?v=7WINm5MgQRA
Infidel Extermination (Futo) - Touhou Lost Word Music Extended,110,https://www.youtube.com/watch?v=WW-djztw-Kw
True Administrator (Miko) - Touhou Lost Word Music Extended,111,https://www.youtube.com/watch?v=QnAM8OlPV8o
Sado Mami Holic (Mamizou) - Touhou Lost Word Music Extended,112,https://www.youtube.com/watch?v=HQreevmuZ5Q
Invisible Passion (Kokoro) - Touhou Lost Word Music Extended,113,https://www.youtube.com/watch?v=TXHId9tCRY0
Metal-esque Mermaid from the Uncharted Land (Wakasagihime) - Touhou Lost Word Music Extended,114,https://www.youtube.com/watch?v=p0TV2f-V_is
Dorodoro-Don (Sekibanki) - Touhou Lost Word Music Extended,115,https://www.youtube.com/watch?v=v_qQfh3ubWU
Enjoying The Full Moon (Kagerou) - Touhou Lost Word Music Extended,116,https://www.youtube.com/watch?v=dJc4oMK78II
A Tangle of Purple and Brown (Benben & Yatsuhashi) - Touhou Lost Word Music Extended,117,https://www.youtube.com/watch?v=MPZK3pwGWhI
Lossy Logic (Seija) - Touhou Lost Word Music Extended,118,https://www.youtube.com/watch?v=_nBUKRwGRKI
Castle Rave (Shinmyoumaru) - Touhou Lost Word Music Extended,119,https://www.youtube.com/watch?v=MpnepheCesg
Raison D'être (Raiko) - Touhou Lost Word Music Extended,120,https://www.youtube.com/watch?v=ucFREWg0Rto
La Belle Au Bois Dormant (Kasen) - Touhou Lost Word Music Extended,121,https://www.youtube.com/watch?v=BkbRTFCvURg
Physical Magician (Sumireko) - Touhou Lost Word Music Extended,122,https://www.youtube.com/watch?v=Q3W5uX0GCEA
Metal-esque The Rabbit Has Landed (Seiran) - Touhou Lost Word Music Extended,123,https://www.youtube.com/watch?v=luMm6bR0aH4
Nostalgic Steps (Ringo) - Touhou Lost Word Music Extended,124,https://www.youtube.com/watch?v=JTA0UOuj-nY
Like a Spring Night's Dream (Doremy) - Touhou Lost Word Music Extended,125,https://www.youtube.com/watch?v=VTPfwGZ73Kc
Over Ambivalence (Sagume) - Touhou Lost Word Music Extended,126,https://www.youtube.com/watch?v=TjfzeNEcLJ0
"Innocent Madness, Smiling Violence (Clownpiece) - Touhou Lost Word Music Extended",127,https://www.youtube.com/watch?v=Bd6Qz8swE8A
Primary Primary (Junko) - Touhou Lost Word Music Extended,128,https://www.youtube.com/watch?v=CZj-3RpO93A
Trine Intention (Hecatia) - Touhou Lost Word Music Extended,129,https://www.youtube.com/watch?v=WsfXKqruj1A
God Slash (Toyohime & Yorihime) - Touhou Lost Word Music Extended,130,https://www.youtube.com/watch?v=_aSaKSEmy2w
Winter Lament x Nostalgia (Akyuu) - Touhou Lost Word Music Extended,131,https://www.youtube.com/watch?v=tQ2fE_C8FUo
Suzurine (Kosuzu) - Touhou Lost Word Music Extended,132,https://www.youtube.com/watch?v=QEdT_eg06rM
J&S W3 (Joon & Shion) - Touhou Lost Word Music Extended,133,https://www.youtube.com/watch?v=JH0LTBoFIJk
The Fairy Dreams of Midwinter (Eternity) - Touhou Lost Word Music Extended,134,https://www.youtube.com/watch?v=Yk5EToySs3Q
Yamanba's Six Attacks (Nemuno) - Touhou Lost Word Music Extended,135,https://www.youtube.com/watch?v=t2S6Ox0Ro6Y
Red Pair Melody (Aunn) - Touhou Lost Word Music Extended,136,https://www.youtube.com/watch?v=f-uQtRgK2rI
Funky Back Dancers (Satono & Mai) - Touhou Lost Word Music Extended,137,https://www.youtube.com/watch?v=Uyy55SwrG6k
A Strong and Dignified Figure (Okina) - Touhou Lost Word Music Extended,138,https://www.youtube.com/watch?v=sWmgzaVCaG0
The Angel's Trial (Kutaka) - Touhou Lost Word Music Extended,139,https://www.youtube.com/watch?v=OUeHjKdvl2w
Avant-Garde Leader (Yachie) - Touhou Lost Word Music Extended,140,https://www.youtube.com/watch?v=9YG2pqg2kuc
Armored Army of Allegiance (Mayumi) - Touhou Lost Word Music Extended,141,https://www.youtube.com/watch?v=-VG0lSVCRYw
Manifestation of the Impenetrable Realm (Keiki) - Touhou Lost Word Music Extended,142,https://www.youtube.com/watch?v=Zfx3IT8IaYI
MUSCLEHEAD (Saki) - Touhou Lost Word Music Extended,143,https://www.youtube.com/watch?v=Ckffp6y-g-w
GREEN (Takane) - Touhou Lost Word Music Extended,144,https://www.youtube.com/watch?v=yGxEQalNsGE
INKYA and YOKYA RAVE [Instrumental] (Misumaru) - Touhou Lost Word Music Extended,145,https://www.youtube.com/watch?v=EDqzDVNuZxE
Dawngazer (Megumu) - Touhou Lost Word Music Extended,146,https://www.youtube.com/watch?v=TIDzwb_5ytk
Last Day (Chimata) - Touhou Lost Word Music Extended,147,https://www.youtube.com/watch?v=GN_5HF9KmBo
Get The Truth [Instrumental] (Momoyo) - Touhou Lost Word Music Extended,148,https://www.youtube.com/watch?v=nPwQ3s8GOts
Akaishimaicake To KashikoiMont Blanc (Scarlet Devil Tower) - Touhou Lost Word Music Extended,149,https://www.youtube.com/watch?v=ZEA0kO1bqHY
"Strange Bird of the Moon, Illusion of the Mysterious Cat - Touhou Lost Word Music Extended",150,https://www.youtube.com/watch?v=pYkts76sPRY
Metal-esque Marisa Kirisame (Scarlet Dreams Marisa) - Touhou Lost Word Music Extended,151,https://www.youtube.com/watch?v=0l_C2aHFVlE
Snow Blossom Skyscraper (Sword Master Youmu) - Touhou Lost Word Music Extended,152,https://www.youtube.com/watch?v=Q3TpfoM_Dgw
The Lure of Death (Tiny Yuyuko) - Touhou Lost Word Music Extended,153,https://www.youtube.com/watch?v=SsCK8BQG82w
Red Dreamer (God-Summoning Reimu) - Touhou Lost Word Music Extended,154,https://www.youtube.com/watch?v=wP1mvDuEzGg
Manipulated to Dance in the Eye (Tiny Satori) - Touhou Lost Word Music Extended,155,https://www.youtube.com/watch?v=IIxqfco4oOI
Hartmann's Youkai Girl (White Beauty Koishi) - Touhou Lost Word Music Extended,156,https://www.youtube.com/watch?v=JljDFwXTMVY
Invitation of the Cat's Soul Reposing Flame (Nursemaid Rin) - Touhou Lost Word Music Extended,157,https://www.youtube.com/watch?v=PFYw5oPcy4U
Hell's Artificial Sun (Charcoal Maker Utsuho) - Touhou Lost Word Music Extended,158,https://www.youtube.com/watch?v=vPCB3MlWPCc
Just One Tiny Lie (Swimsuit Yukari) - Touhou Lost Word Music Extended,159,https://www.youtube.com/watch?v=4DUfCNvwLCQ
This Isn't Paradise But (Swimsuit Hecatia) - Touhou Lost Word Music Extended,160,https://www.youtube.com/watch?v=UYvXc_soo14
Kyouen (Swimsuit Reimu) - Touhou Lost Word Music Extended,161,https://www.youtube.com/watch?v=zUd0-jWB6n0
Meteor Spectrum (Swimsuit Marisa) - Touhou Lost Word Music Extended,162,https://www.youtube.com/watch?v=KhtyYsGf6xc
Underground Fortress (Swimsuit Satori) - Touhou Lost Word Music Extended,163,https://www.youtube.com/watch?v=R4QoMUZSp4E
Probably Behind You Now (Swimsuit Koishi) - Touhou Lost Word Music Extended,164,https://www.youtube.com/watch?v=CHawem92Pd0
Cinderella Cage (Strategist Tewi) - Touhou Lost Word Music Extended,165,https://www.youtube.com/watch?v=09PaHzoafnA
Consideration from Both Sides (Detective Ringo) - Touhou Lost Word Music Extended,166,https://www.youtube.com/watch?v=QXChW16WI7o
Lost Word Chronicle - Touhou Lost Word Music Extended,167,https://www.youtube.com/watch?v=9atJ-QralqI
The Heat of My Fingertips - Touhou Lost Word Music Extended,168,https://www.youtube.com/watch?v=kX3zrzY0b_s
Sporadically Margaret - Touhou Lost Word Music Extended,169,https://www.youtube.com/watch?v=cvpkyNdl41I
The Moon and Izayoi - Touhou Lost Word Music Extended,170,https://www.youtube.com/watch?v=Hrr5BxpHxrw
Silver Gale - Touhou Lost Word Music Extended,171,https://www.youtube.com/watch?v=MJ4G0330PqU
NAЯAKA - Touhou Lost Word Music Extended,172,https://www.youtube.com/watch?v=GlhCzboucq0
Blue Goodbyes - Touhou Lost Word Music Extended,173,https://www.youtube.com/watch?v=WjjpX-jPGvA
Disillusion - Touhou Lost Word Music Extended,174,https://www.youtube.com/watch?v=GCBmG_ROre4
I'm Alright! - Touhou Lost Word Music Extended,175,https://www.youtube.com/watch?v=zMaUwfIgEp4
Night-Splitting Light - Touhou Lost Word Music Extended,176,https://www.youtube.com/watch?v=LHueokobUT4
Moonlit Festival - Touhou Lost Word Music Extended,177,https://www.youtube.com/watch?v=z_07iCzRj84
Hand in Hand With a Miracle - Touhou Lost Word Music Extended,178,https://www.youtube.com/watch?v=_84i0zBHuRM
Karma Speed - Touhou Lost Word Music Extended,179,https://www.youtube.com/watch?v=w7KCJ8BMy9E
Boundary of Time - Touhou Lost Word Music Extended,180,https://www.youtube.com/watch?v=dgZ_jVrXdQ8
Phantom Pain - Touhou Lost Word Music Extended,181,https://www.youtube.com/watch?v=75dmbloKKtQ
Be The Change - Touhou Lost Word Music Extended,182,https://www.youtube.com/watch?v=HdiMAS02jrU
Moon Reverie - Touhou Lost Word Music Extended,183,https://www.youtube.com/watch?v=Os4JswEGw_Q
TataeLost - Touhou Lost Word Music Extended,184,https://www.youtube.com/watch?v=e3QlLEYOkwY
Lost Word Chronicle (RichaadEB Cover) - Touhou Lost Word Music Extended,185,https://www.youtube.com/watch?v=3KJEuyM0RgQ
Lost Word Chronicle (EDM Arrangement) - Touhou Lost Word Music Extended,186,https://www.youtube.com/watch?v=sK6Fg6ufASQ
Night-Splitting Light (English Cover) - Touhou Lost Word Music Extended,187,https://www.youtube.com/watch?v=MI9qq0aCVR8
The Heat of My Fingertips (Pomu Cover) - Touhou Lost Word Music Extended,188,https://www.youtube.com/watch?v=ibRJU7-WFSw
Special Power of Exposing Moonlit Nights? [Karaoke Ver.] (Shaman Reimu) - Touhou Lost Word Music Ext,189,https://www.youtube.com/watch?v=Ah8Eg1nTMA8
Sparking Slash (Enchanter Marisa) - Touhou Lost Word Music Extended,190,https://www.youtube.com/watch?v=brwZIcdgeVs
Blue Knife (Servant Sakuya) - Touhou Lost Word Music Extended,191,https://www.youtube.com/watch?v=qFCWPZq2dOI
Twilight Temple Dream (Gardener Youmu) - Touhou Lost Word Music Extended,192,https://www.youtube.com/watch?v=g5X1yXqAI8s
Madness Udongein [Karaoke ver.] (Soldier Reisen) - Touhou Lost Word Music Extended,193,https://www.youtube.com/watch?v=qFKmunzYhPk
Judgement Star (Oracle Sanae) - Touhou Lost Word Music Extended,194,https://www.youtube.com/watch?v=sr1X-tRNkuU
Filling Lack of the Moon (Kannagi Yorihime & Otohime Toyohime) - Touhou Lost Word Music Extended,195,https://www.youtube.com/watch?v=hMVa-GpYDCM
And She is All Alone (Azusa Sagume) - Touhou Lost Word Music Extended,196,https://www.youtube.com/watch?v=A6S1LhGdSss
Lunar Princess Monologue (Nayotake Kaguya) - Touhou Lost Word Music Extended,197,https://www.youtube.com/watch?v=UApUm2CAAsw
Probe Suminoe (Peacekeeper Rei'sen) - Touhou Lost Word Music Extended,198,https://www.youtube.com/watch?v=tn4RsIighoo
Pure Furies [ALR REMIX] (Space Terror Junko) - Touhou Lost Word Music Extended,199,https://www.youtube.com/watch?v=JLBHKsgZ9qk
Reisen-Round Gothic StdN W8 (Space Youkai Reisen) - Touhou Lost Word Music Extended,200,https://www.youtube.com/watch?v=4QwMbcoKPFA
Charisma Recovery (Tiny Remilia) - Touhou Lost Word Music Extended,201,https://www.youtube.com/watch?v=Zt6wl5flf0g
Forbidden Scarlet Curiosity (Hunter-Hunting Flandre) - Touhou Lost Word Music Extended,202,https://www.youtube.com/watch?v=VScDHTqU-_s
PARLOR TRICK (Vampire Hunter Sakuya) - Touhou Lost Word Music Extended,203,https://www.youtube.com/watch?v=aJgZZYY0RD0
Deep in Settlement (Gatekeeper Meiling) - Touhou Lost Word Music Extended,204,https://www.youtube.com/watch?v=h4jQO83r0KE
Locked Girl (Mage Patchouli) - Touhou Lost Word Music Extended,205,https://www.youtube.com/watch?v=9HljZFy1S98
"Voile, The Magic Library (Butler Koakuma) - Touhou Lost Word Music Extended",206,https://www.youtube.com/watch?v=xTZEYZBbu8s
Girl's Sleeping Song ~ Dream Battle (EoSD Reimu) - Touhou Lost Word Music Extended,207,https://www.youtube.com/watch?v=_RWy7EJ5AQk
Starlight (EoSD Marisa) - Touhou Lost Word Music Extended,208,https://www.youtube.com/watch?v=l01BhER_KeQ
Zakuro Syndrome (EoSD Rumia) - Touhou Lost Word Music Extended,209,https://www.youtube.com/watch?v=mvf3oEn4Xlk
Icicle Bomb (EoSD Cirno) - Touhou Lost Word Music Extended,210,https://www.youtube.com/watch?v=pe_DDJdrwWU
HEPT-GRAM (EoSD Patchouli) - Touhou Lost Word Music Extended,211,https://www.youtube.com/watch?v=6JkccYZRN_s
Illusion (EoSD Sakuya) - Touhou Lost Word Music Extended,212,https://www.youtube.com/watch?v=uL7T2XAUDIU
Doll Judgment (PCB Alice) - Touhou Lost Word Music Extended,213,https://www.youtube.com/watch?v=0pHONoCkIFA
Perfect Cherry Blossom 2014 V3 (PCB Youmu) - Touhou Lost Word Music Extended,214,https://www.youtube.com/watch?v=yu49aIapXdU
Some Things Never Change [2013 Remix] (PCB Yuyuko) - Touhou Lost Word Music Extended,215,https://www.youtube.com/watch?v=YJDTMA4OdVg
Ra-Ri-Ru-Re Ran-Sama [Nine-Tail-Spinner] (PCB Ran) - Touhou Lost Word Music Extended,216,https://www.youtube.com/watch?v=ZyqMqd7Fl2c
The Border of Humans and Youkai (PCB Yukari) - Touhou Lost Word Music Extended,217,https://www.youtube.com/watch?v=d1BJiNYlm1U
The Twisted Hallway and the Moon Madness (IN Reisen) - Touhou Lost Word Music Extended,218,https://www.youtube.com/watch?v=ybByc-NESoc
Gensokyo Millennium ~ History of the Moon (IN Eirin) - Touhou Lost Word Music Extended,219,https://www.youtube.com/watch?v=pxvUV4nBzkA
Whirlwind Saudade (PoFV Aya) - Touhou Lost Word Music Extended,220,https://www.youtube.com/watch?v=nuoKgPUuhOQ
Kappappa Thinking Time (MoF Nitori) - Touhou Lost Word Music Extended,221,https://www.youtube.com/watch?v=ZuC2PFj5n0o
Lives Lined Up in a Row (MoF Sanae) - Touhou Lost Word Music Extended,222,https://www.youtube.com/watch?v=la_Mzr925is
IS THERE A GOD? (MoF Kanako) - Touhou Lost Word Music Extended,223,https://www.youtube.com/watch?v=XUlTkgk6c50
God Storyteller of the Land of the Rising Sun (MoF Suwako) - Touhou Lost Word Music Extended,224,https://www.youtube.com/watch?v=6A8jhyFRhMg
Satori Maiden (SA Satori) - Touhou Lost Word Music Extended,225,https://www.youtube.com/watch?v=Gwec7HxsDfs
